time	whole_blood_radioactivity
0.0	848.2243836236146
1.061	1188.228383770163
2.133	871.8970126340373
3.194	940.4023174956652
4.256	1077.012102674279
5.327	1417.9815706114432
6.389	930.7559169062616
7.46	1078.9694636732318
8.522	1454.644596573329
9.593	1319.0720335911858
10.655	1183.3282774154088
11.726	1445.9032020047212
12.788	1435.3817615194332
13.859	1356.4613848543663
14.921	1494.1463877827923
15.993	1814.607991061974
17.054000000000002	1621.568028305045
18.116	1633.9706302409816
19.187	1714.99580754322
20.249	1693.1479106647541
21.32	1888.7771622185355
22.382	1809.7360833315606
23.453000000000003	2085.898355604353
24.515	2396.7868863000253
25.576	2547.400572295392
26.648	2893.401148799064
27.709	3653.3927501945145
28.781	5058.08077248657
29.842	5981.327210982654
30.914000000000005	7722.902980926516
31.975	9017.392109068378
33.037000000000006	11062.462353196233
34.109	12441.30275385705
35.18	14640.962594072276
36.242	16496.872495239637
37.313	16761.018153453755
38.375	19348.6120851145
39.436	20146.687429792964
40.508	21570.750078509187
41.579	24038.66157164792
42.641	23612.85464775381
43.702	23928.48159493432
44.774	25161.054657286328
45.845	28171.025746154297
46.907	27223.99595342863
47.968	27949.270618944574
49.04	29873.30985292319
50.102	30473.06356940404
51.173	31446.245344035324
52.235	31488.475861436462
53.296	31565.697344738797
54.368	34442.44838708329
55.429	33459.496093778165
56.491	34332.10353616069
57.562	35509.7306677473
58.624	36618.43770823625
59.695	35950.44028249842
60.75699999999999	37060.72780156612
61.82800000000001	37879.70986223764
62.89	39215.155812910496
63.961	39262.41893178162
65.023	40541.614063534995
66.08500000000001	41188.30765385216
67.15599999999999	40649.39228315587
68.218	40920.72896451843
69.289	41192.58771794188
70.351	43453.62436456496
71.422	42467.20033067579
72.484	43647.58973160374
73.545	43886.08006820831
74.61699999999999	43959.94233674609
75.678	45084.27142603526
76.75	45028.982190826464
77.811	45895.25244004506
78.88300000000001	45757.56900594497
79.944	46850.1352770921
81.016	48394.25698622765
82.08800000000001	47452.11238048892
83.149	47468.797761492424
84.22099999999999	47118.04305903854
85.282	47229.47063803912
86.354	47566.97136626421
87.41499999999999	46312.10482859055
88.477	44484.95975291135
89.54800000000002	45130.6856442698
90.61	43919.67564007382
91.681	43469.8285476447
92.743	41684.16210877262
93.814	39646.06184103236
94.876	39586.38922410654
95.937	37711.48882968405
97.009	37614.91784948598
98.071	35437.65479370309
99.142	33915.90672870776
100.204	34235.58727559786
101.265	32782.923500526354
102.337	32191.612577481636
103.398	31419.491296714958
104.47	30598.622770570604
105.531	30833.146921437838
106.603	29326.109616459442
107.664	29740.447794691478
108.726	28014.22913490409
