time	plasma_radioactivity	whole_blood_radioactivity
16.8	0.8510475468680847	0.8510475468680847
37.8	52163.85302346833	51140.89387213289
49.199999999999996	69027.95589794223	64230.77108575622
58.8	81897.66711119078	74861.12088893077
76.2	92595.07946105856	89890.45035711178
91.2	101885.79532070806	97448.68872560193
106.2	112539.03830289337	110749.37041658447
122.99999999999999	94211.5591715798	110978.64262571074
136.79999999999998	94492.91549057438	111378.80518224812
151.2	49590.20013698456	74623.67862335457
183.0	38540.79452173215	42304.46719300156
304.20000000000005	34396.757434302526	33369.74452220698
646.8	22682.67240003366	24211.111241831397
918.0	20901.55754157079	20802.623264247373
1815.6000000000001	7946.14584035262	15306.515654195939
2709.6	5458.810451309941	12414.230566164752
3626.3999999999996	4901.849476325012	9825.968030126409
5406.6	3601.643856440071	6681.63811902735
7239.0	4251.464756882641	5776.8114592600905
