time	whole_blood_radioactivity
0	1281.939631
1.071	1387.429609
2.133	1204.909145
3.204	969.7544652
4.266	1389.944033
5.337	1233.340227
6.399	1417.882292
7.46	1313.643609
8.532	1156.708882
9.594	1183.709921
10.665	1079.146051
11.727	1264.151099
12.798	1449.385905
13.86	1582.10016
14.931	1134.52684
15.993	1056.009172
17.064	1215.147859
18.126	1348.040221
19.187	1401.747137
20.259	1296.742453
21.33	1297.52975
22.392	1722.249157
23.453	1537.700486
24.525	1140.712117
25.587	1327.207978
26.648	1274.885996
27.72	1408.542073
28.781	1329.61251
29.853	1303.812107
30.914	1730.586932
31.986	1651.71683
33.047	1812.649982
34.109	1920.431915
35.18	1601.331562
36.242	2189.804005
37.313	1656.710703
38.375	1791.39423
39.446	2086.769911
40.508	1472.326175
41.58	2223.224281
42.641	1929.74007
43.713	2145.45864
44.774	2039.411603
45.836	2604.500276
46.907	2095.611974
47.969	2311.937555
49.04	2447.837794
50.102	2610.804532
51.173	2827.844456
52.235	2775.650774
53.306	2426.798418
54.368	2779.008009
55.439	2996.671569
56.501	2836.395893
57.573	3946.337694
58.634	3813.481435
59.696	4735.893772
60.767	6255.175206
61.829	5418.996549
62.9	6533.855363
63.962	7134.599554
65.033	8984.738524
66.095	9234.592715
67.166	10463.16691
68.228	12481.77902
69.299	14094.74291
70.361	15627.90172
71.422	15255.90374
72.494	17663.98796
73.556	18847.47524
74.627	21642.72377
75.699	23704.03586
76.76	23117.13809
77.822	24088.01387
78.893	27577.1392
79.965	29291.14158
81.026	29390.93323
82.088	32615.34641
83.159	32909.39325
84.221	35316.57314
85.292	35035.98072
86.354	36787.94778
87.425	37085.19176
88.487	34494.31269
89.559	35726.3372
90.62	37262.56366
91.692	38387.50553
92.753	37417.92991
93.825	40558.42534
94.886	40748.46392
95.958	40966.59578
97.019	39719.7611
98.081	39798.9884
99.152	42673.59276
100.214	43170.02794
101.285	43362.48389
102.347	45107.49842
103.418	44108.46141
104.48	46411.16155
105.552	48272.49853
106.613	48885.15305
107.685	49443.21898
108.746	47886.92884
109.818	49864.96767
110.879	49003.48074
111.951	49423.51926
113.012	49257.99883
114.084	49539.11724
115.145	48703.20263
116.217	49040.17394
117.278	47895.35294
118.35	47225.03608
119.411	48149.24005
120.483	48570.65099
121.545	48123.42249
122.616	46357.78317
123.678	47536.21429
124.749	49305.94567
125.811	47453.23349
126.882	49449.92028
127.944	50323.57395
129.015	48355.72409
130.077	47455.44132
131.148	48104.22559
132.21	47823.01298
133.271	47174.629
134.343	45791.71523
135.404	45084.79324
136.476	45960.16485
137.538	43838.34142
138.609	42365.05864
139.671	41569.37043
140.742	39582.88027
141.804	40910.86835
142.875	39630.75698
143.937	36645.74742
145.008	38258.55231
146.07	36405.87272
147.131	34636.23989
148.203	35681.64173
149.264	37411.38538
150.336	35895.73182
151.397	36430.4264
152.459	34084.95193
153.531	32164.92461
154.592	33697.81665
155.664	32060.95494
156.735	31279.83935
157.797	31813.63977
158.858	32204.92026
159.93	29216.87205
160.991	29521.05715
162.063	30055.21262
