time	plasma_radioactivity	whole_blood_radioactivity
3.45	1647594.4444381467	2113426.7019673847
9.58	935620.1212179284	1969921.6835343686
14.83	816484.8171140043	1688666.1591465364
29.92	501999.21937408467	1165586.9381036086
44.93	384642.9441710202	924367.0180168216
59.98	332148.33998374135	754159.1733302631
89.97	304891.7619969049	553963.7590843848
120.48	255312.01549756146	457537.41104511876
