time	plasma_radioactivity	whole_blood_radioactivity
2.97	1286081.9592079949	1525919.9555063788
4.95	930576.2669783329	1372555.3626843477
10.08	566729.348332978	962271.9187453403
15.0	435826.55868839344	833759.5410239956
29.98	276039.62497132935	558758.787057281
44.95	227021.05135552783	416788.9953756723
59.95	193883.0835335698	326196.6700885473
89.97	138479.71182603014	218653.2087733196
120.12	122032.88211084722	168059.65852525225
