time	plasma_radioactivity	whole_blood_radioactivity
2.97	836160.973630191	1051942.156178639
4.97	566424.9202469875	866216.1511472086
10.02	628455.7863511981	667145.0563717391
15.22	562386.9226122599	555435.3291232063
30.42	183909.45324995404	298986.9142981819
47.97	213661.8721367256	284722.60558038374
61.58	240865.4646032028	248592.64910136556
91.38	321559.75879963033	186707.23480897496
120.93	171798.50009105468	140793.0981983852
