time	plasma_radioactivity	whole_blood_radioactivity
3.18	1438871.153446567	2508645.646484007
4.98	1006521.2411841138	1771424.9315120322
10.07	600891.37610144	1372424.2704562142
15.05	583123.1737754442	1195279.357887483
30.07	487662.6357887215	924244.109307733
44.98	443099.3843395771	788493.0112264013
59.98	395995.7444859805	705709.2520318666
90.07	358722.19804884936	539645.03108763
119.97	310408.2445768461	423805.134407764
