time	plasma_radioactivity	whole_blood_radioactivity
3.1	1761562.2814518546	2589580.2252002764
5.25	1274319.8712146082	2165521.823276651
10.12	1041564.6430803981	1776978.294068039
15.18	873582.2465128495	1712082.488565384
30.47	719668.068222993	1072376.992483008
45.27	670911.362080166	824227.8870410925
60.32	653439.225254165	662739.3341202571
90.47	758303.5275377852	466848.9045877765
120.37	588963.2527689929	373293.0395102753
