time	plasma_radioactivity	whole_blood_radioactivity
3.3	920359.3828245293	1415382.6221482758
5.08	753475.9169614537	1297189.3071196051
10.18	559692.4504012922	1083426.2673921208
15.1	437791.7634816771	884693.8904473032
30.47	408523.6430651041	627011.4265047689
45.65	251859.87832156246	429754.33449846663
60.52	231984.91626806164	363730.5436137385
90.47	197709.25726018497	289114.0801416678
120.63	191978.924846732	236934.68883222737
