time	plasma_radioactivity	whole_blood_radioactivity
4.92	696782.1569406089	1193986.5741223702
10.08	521534.565668264	915077.1741523655
15.0	483533.52120395703	856873.2622705421
30.03	402730.7222924397	659035.4547270517
45.02	332919.55496730504	544769.3083248326
59.68	302868.15096535557	458356.5286325714
89.77	260888.09540323823	364537.1869883607
120.05	218642.9613912438	286278.0996096268
